text,sentiment,sentiment_encoded,processed_text
"Me: We should stock up food for 2 months becuase of #Covid_19 

9 yr old bro: So how many @lacroixwater is that? 

??",Neutral,1,stock food month becuase covid yr old bro many lacroixwater
"Where did coronavirus come from, and where will it take us? An interview with Rob Wallace, author of Big Farms Make Big Flu

",Negative,0,coronavirus come take u interview rob wallace author big farm make big flu
The UK government is experimenting with the publics health just to save share prices. #CobraMeeting #Covid_19,Positive,2,uk government experimenting public health save share price cobrameeting covid
"What's positive about Corona virus:
- helping to fight climate crisis
- stock markets are disrupted
- oil prices are getting lower
- flights cancelled
- more family gatherings
- works can be done via emails and from home
- distance education is working

Comrade #Covid_19 ?",Negative,0,whats positive corona virus helping fight climate crisis stock market disrupted oil price getting lower flight cancelled family gathering work done via email home distance education working comrade covid
"JUST IN: @DelhaizeBelgium Supermarket in central residential area of #Brussels. 

#Covid_19 #COVID19BE #StayHomeBelgium ",Neutral,1,delhaizebelgium supermarket central residential area brussels covid covidbe stayhomebelgium
Since corona virus Ive started online clothing shopping this is my new outfit. #shopping #oodt #fashionista #coronavirus #covid19Canada ,Neutral,1,since corona virus ive started online clothing shopping new outfit shopping oodt fashionista coronavirus covidcanada
"Video conferencing, online shopping, remote work, crypto, e-wallets, VR, ebooks, e-classroom, digital assistants, assets tokenization, STO. It's their time 2 shine. Organizations that dont offer these options will have to rethink.  Face2face is so covid-19! #xtz #COVID19",Positive,2,video conferencing online shopping remote work crypto ewallets vr ebooks eclassroom digital assistant asset tokenization sto time shine organization dont offer option rethink faceface covid xtz covid
"Catching flights and not feelings... The prices are falling y'all ?
",Negative,0,catching flight feeling price falling yall
@offhandmanor1 @BeyondaBoundary @toddzwillich @jdesmondharris Flu shot would not prevent #coronavirus. And now is not a good time for old folks to visit doctor's offices or pharmacies. Social distancing &amp; online shopping is the safest bet.,Negative,0,offhandmanor beyondaboundary toddzwillich jdesmondharris flu shot would prevent coronavirus good time old folk visit doctor office pharmacy social distancing amp online shopping safest bet
"Im stuck indoors for the foreseeable due to avoiding Covid-19, all I do is look at online shopping.... think @EmmaBridgewater may benefit from cabin fever after a week or so...",Negative,0,im stuck indoors foreseeable due avoiding covid look online shopping think emmabridgewater may benefit cabin fever week
"Got back from grocery store... wtf is it with TP and water? Ive literally gone from worrying if im gonna get #Covid_19 to worrying about how im gonna wipe my ass next week ? Scary times. oh well, i have enough hot pockets to last a month ?",Negative,0,got back grocery store wtf tp water ive literally gone worrying im gon na get covid worrying im gon na wipe as next week scary time oh well enough hot pocket last month
"It seems that #coronavirus spread has given several companies a nightmare owing to their dropping sales. @Apple on these grounds has decided to temporarily close all its #retail stores  in #italy till further notice. Will this 'horror' flick ever end? 
",Negative,0,seems coronavirus spread given several company nightmare owing dropping sale apple ground decided temporarily close retail store italy till notice horror flick ever end
"While you may be based at home, just remember to do your online shopping with Amazon Smile. Relieve your boredom and support WIZO at the same time #coronavirus #charity #covd19 ",Positive,2,may based home remember online shopping amazon smile relieve boredom support wizo time coronavirus charity covd
"Dont go to school, dont go to sporting events, dont go where theres crowds or youll get the #coronavirus. But theres 800 people at every grocery store. How are we going to avoid that?",Negative,0,dont go school dont go sporting event dont go theres crowd youll get coronavirus theres people every grocery store going avoid
Going to have to check this out. Wonder what the prices are with  #COVID2019 running amok ? ,Neutral,1,going check wonder price covid running amok
I think it's safe to say that the current situation society is facing is going to have a profound impact on people's move towards shopping and searching online for businesses. It's time to get your business online. #coronavirus,Positive,2,think safe say current situation society facing going profound impact people move towards shopping searching online business time get business online coronavirus
"Instead of panic buying in the crowded supermarkets, pop down to the local shop and see if they have what you need. The prices are pretty reasonable in most of them #Covid_19 #panicbuying",Neutral,1,instead panic buying crowded supermarket pop local shop see need price pretty reasonable covid panicbuying
"In Seattle, some things seem normal. I could drive to the grocery store or the gas station. I could keep my appointments. But its all just better if I stay in. I can be one less person out bumping into other people, giving off or picking up germs on every surface. #coronavirus",Positive,2,seattle thing seem normal could drive grocery store gas station could keep appointment its better stay one less person bumping people giving picking germ every surface coronavirus
The poorer people in the country are already suffering enough by buying what they can afford when they can afford it without stupid cunts stock piling food and essentials. Have some decency and sense you pricks. #Covid_19 #CoronavirusPandemic ,Negative,0,poorer people country already suffering enough buying afford afford without stupid cunt stock piling food essential decency sense prick covid coronaviruspandemic
"@Fly_Norwegian I skipped dealing with you guys filed a complaint with Aviation Consumer Protection Division
Office of Aviation Enforcement and Proceedings!
AND THEN
I filed a charge back with American Express
GOODBYE
#boycottnorwegian #italy #Co",Negative,0,flynorwegian skipped dealing guy filed complaint aviation consumer protection division office aviation enforcement proceeding filed charge back american express goodbye boycottnorwegian italy co
The #cryptomarket is PROBABLY selling off due to people cashing out in order to stock up on food &amp; supplies to ride out #covid-19. We haven't sold core holdings in years. Trying to explain the psychology in simplest terms,Neutral,1,cryptomarket probably selling due people cashing order stock food amp supply ride covid havent sold core holding year trying explain psychology simplest term
Went to the grocery store to pick up some things and people are actually losing it over the #coronavirus #CoronavirusPandemic #Covid_19 ,Negative,0,went grocery store pick thing people actually losing coronavirus coronaviruspandemic covid
"Queue to enter the local supermarket. Ordered, somber, and one meter apart as directed. Fully stocked here in Treviso. No panic. Just taking it day by day. #Covid_19 #COVID19 #CoronaOutbreak #CoronaVirusUpdate #coronavirusitalia ",Negative,0,queue enter local supermarket ordered somber one meter apart directed fully stocked treviso panic taking day day covid covid coronaoutbreak coronavirusupdate coronavirusitalia
"alright #coronavirus you can fuq with my commute, fuq with mandatory wfh + even fuq with my online shopping addiction to china but you cannot FUQ WITH @tomhanks",Positive,2,alright coronavirus fuq commute fuq mandatory wfh even fuq online shopping addiction china fuq tomhanks
The Corona Convo In the Supermarket ??? She called the police ? #CoronaVirusUpdate #Covid_19 #CoronavirusPandemic #Jamaica ,Neutral,1,corona convo supermarket called police coronavirusupdate covid coronaviruspandemic jamaica
"Coronavirus got Boomers stocking their doomsday bunkers... meanwhile millennials are online shopping for bathing suits for the five island trip they just booked on Spirit for $130. @KHJ_Esq
 And iGens are hoping schools extend spring break  #youthministry #coronavirus ",Positive,2,coronavirus got boomer stocking doomsday bunker meanwhile millennials online shopping bathing suit five island trip booked spirit khjesq igens hoping school extend spring break youthministry coronavirus
Airlines grounded. Stock market plummeting. Events cancelled. Threat of food shortages. #Covid_19 is like a test run for the #GreenNewDeal. Upshot. Carbon footprint for the US is going to look great. @AOC,Positive,2,airline grounded stock market plummeting event cancelled threat food shortage covid like test run greennewdeal upshot carbon footprint u going look great aoc
"If you can afford to do it, you should consider buying extra at the grocery store and donating it to local food banks or donate that money to your favorite local charity. Times are about to even tighter for lots of families...
#schoolclosings #Covid_19",Positive,2,afford consider buying extra grocery store donating local food bank donate money favorite local charity time even tighter lot family schoolclosings covid
"@JGreenblattADL BEST WAY TO DEAL WITH COVID-19:
1. Announce to the country a chosen date to suspend all activities for one month (give people time to stock on food supplies, meds, etc.)
2. Quarantine everyone at home, except sick people and emergency ",Negative,0,jgreenblattadl best way deal covid announce country chosen date suspend activity one month give people time stock food supply med etc quarantine everyone home except sick people emergency
Found myself standing in aisle in supermarket staring at empty shelves of toilets rolls and soap. Weve seen what fear does politically in elections. Shouldnt be surprised at the frenzy at supermarkets #COVID19 #Covid_19 #CoronavirusPandemic,Negative,0,found standing aisle supermarket staring empty shelf toilet roll soap weve seen fear politically election shouldnt surprised frenzy supermarket covid covid coronaviruspandemic
"Irony of everybody panic buying,  everybody is wedged into a supermarket #Covid_19",Negative,0,irony everybody panic buying everybody wedged supermarket covid
Headed to the grocery store this afternoon to stock up on non perishable food. COVID-19 is a distraction from something big coming. #beaware #bevigilant,Negative,0,headed grocery store afternoon stock non perishable food covid distraction something big coming beaware bevigilant
"My country has gone into a lockdown. Stay safe everyone wash your hands daily, use hand sanitizer and make sure elders have spare food in shops! Panic spree shopping left elders with very little food ? #Covid_19",Positive,2,country gone lockdown stay safe everyone wash hand daily use hand sanitizer make sure elder spare food shop panic spree shopping left elder little food covid
"@business producers exploiting the fear from #Covid_19 ..prices rises 1000X for hand sanitizers, masks/toilet papers/rice/canned food/beans....hackers are a bit late jumping into the party,  as #CoronaOutbreak went global... wh/ all of them goods are  mad",Negative,0,business producer exploiting fear covid price rise x hand sanitizers maskstoilet papersricecanned foodbeanshackers bit late jumping party coronaoutbreak went global wh good mad
"Lock down #india for 30 days, close everything, financial market, stock market bank, give 2 days to Indians to store food, when all in control than in later months ask to work on #sunday, it will control #coronavirus @PMOIndia @narendramodi @PiyushGoyal @MoHFW_INDIA",Neutral,1,lock india day close everything financial market stock market bank give day indian store food control later month ask work sunday control coronavirus pmoindia narendramodi piyushgoyal mohfwindia
"The person who stereotyped irish people as laidback and chill clearly hasn't stepped into a supermarket in the midst of a storm or a pandemic. If you are gonna do your shop in the coming days, get what you need, and be mindful of others. #Covid_19",Positive,2,person stereotyped irish people laidback chill clearly hasnt stepped supermarket midst storm pandemic gon na shop coming day get need mindful others covid
#BBCqt @MattHancock and his supermarket lie comming up again #Covid_19,Neutral,1,bbcqt matthancock supermarket lie comming covid
There's massive lineups at grocery stores in Toronto today like at this No Frills on Front St. #Toronto #NoFrills #Covid_19 ? @canchakir ,Positive,2,there massive lineup grocery store toronto today like frill front st toronto nofrills covid canchakir
waiting for the retail store e-mails to start rolling in with the Use Promo Code COVID-19 for 19% discount,Neutral,1,waiting retail store email start rolling use promo code covid discount
"The businessDEPOT team shares what they would be suggesting you do as a business owner if your business is being affected by #Coronavirus directly, or indirectly through reduced consumer or business confidence. Read more: ",Positive,2,businessdepot team share would suggesting business owner business affected coronavirus directly indirectly reduced consumer business confidence read
"Please stop mocking folks who stock up on food and personal care products in the face of #CoronaVirus #COVID19. #Trump made it clear that he doesnt care and wont help, so theyre protecting their families their way. Its one small bit of mastery and control in terrifying times. ",Positive,2,please stop mocking folk stock food personal care product face coronavirus covid trump made clear doesnt care wont help theyre protecting family way its one small bit mastery control terrifying time
I went to cvs couldnt find any water at all so I went to gelsons and found very little water but guess what the prices for a gallon that usually runs .98cents is $3.99 now ? WTF #AMERICA SERIOUSLY!!!!! #greed #pricegouging #ShameOnYou #Covid_19 ,Negative,0,went cv couldnt find water went gelsons found little water guess price gallon usually run cents wtf america seriously greed pricegouging shameonyou covid
"Every store upon hearing all #dearcorporate travel has been suspended due to #coronavirus for the next two weeks.
#partytime #Retail #retaillife ",Negative,0,every store upon hearing dearcorporate travel suspended due coronavirus next two week partytime retail retaillife
"So, where was all this persecuting price gougers during the bitcoin mining gouging of video card prices? ?? #gaming #bitcoinmining #Covid_19 #coronavirus",Negative,0,persecuting price gougers bitcoin mining gouging video card price gaming bitcoinmining covid coronavirus
So happy my supermarket has some toilet paper alternatives available today!! #tpgate #Covid_19 ,Positive,2,happy supermarket toilet paper alternative available today tpgate covid
"What impact will #COVID2019 have on #consumerbehavior?

",Neutral,1,impact covid consumerbehavior
"No need to stockpile toilet paper, it doesnt kill the Covid-19. Have Tylenol, Ibuprofen, Gatorade, juice, soup and food in stock... that will help if quarantined. ",Negative,0,need stockpile toilet paper doesnt kill covid tylenol ibuprofen gatorade juice soup food stock help quarantined
Sephora has free shipping online now until the end of March bc ppl are probably more comfortable shopping online instead of in stores due to COVID-19,Positive,2,sephora free shipping online end march bc ppl probably comfortable shopping online instead store due covid
"You've emptied the shelves of bog roll and pasta but left all the jars of sauces.. Tinned foods, frozen foods and every other non perishable in the supermarket?
#Covid_19 ",Negative,0,youve emptied shelf bog roll pasta left jar sauce tinned food frozen food every non perishable supermarket covid
"Movie that remind me of the coronavirus part 1 Contagion, I am legend, World War Z, and 28 Days later. ? #Contagion #IamLegend #WorldWarZ #28DaysLater #CoronavirusPandemic #CoronaOutbreak #Coronavirus ",Negative,0,movie remind coronavirus part contagion legend world war z day later contagion iamlegend worldwarz dayslater coronaviruspandemic coronaoutbreak coronavirus
So I reached out on my local Facebook group to try and help pop to the shops etc for people who are elderly or self isolating from #Coronavirus - many wont be online AND I would not make things worse by taking people contaminated shopping ? Anyone have any tips or guidance?,Positive,2,reached local facebook group try help pop shop etc people elderly self isolating coronavirus many wont online would make thing worse taking people contaminated shopping anyone tip guidance
"@AHARMumbai Many hotels in Mumbai r usin diluted liquid soap, detergent powder etc as substitute 2 undiluted liquid soap. Is it 2 much 2 ask 4 good hygiene practices,as a consumer, in #COVID2019 in densely populated metro like Mumbai? Cost cutting at what",Positive,2,aharmumbai many hotel mumbai r usin diluted liquid soap detergent powder etc substitute undiluted liquid soap much ask good hygiene practicesas consumer covid densely populated metro like mumbai cost cutting
Yet we supermarket employees still have to go to work. Helloooo....?? What about US? #Covid_19,Neutral,1,yet supermarket employee still go work helloooo u covid
"I just returned from the grocery store.  Shelves are half-empty, no toilet paper, no ground beef, no cleaning supplies and lines to the middle of the aisles with all registers open.  
This is going to get nuts. 
#Covid_19 #CoronaVirusUpdate #CoronavirusPandemic",Negative,0,returned grocery store shelf halfempty toilet paper ground beef cleaning supply line middle aisle register open going get nut covid coronavirusupdate coronaviruspandemic
"#Covid_19   
In Turkey  , food prices increased by 100% :(  ...
virus outbreak unknown.  
no clear information is provided by the authorities",Positive,2,covid turkey food price increased virus outbreak unknown clear information provided authority
"Dear #StockMarketCrash2020 did you know that in the real world the markets don't crash when there are no buyers? They just close  for a while to control the prices and avoid a disaster, Specially when it's anticipated #Covid_19 #CoronavirusPandemic #?????_?????? #lockdown",Negative,0,dear stockmarketcrash know real world market dont crash buyer close control price avoid disaster specially anticipated covid coronaviruspandemic lockdown
Popped into the supermarket earlier......... should I be stock piling ?  I feel Im missing out.. #Covid_19 #peerpressure #CoronavirusOutbreak ,Negative,0,popped supermarket earlier stock piling feel im missing covid peerpressure coronavirusoutbreak
"Watching @BorisJohnson talk about people staying at home with symptoms....I got served today by someone in a supermarket who did not stop coughing...people could hear it, his managers must have heard him?? People WONT stay at home unless forced too! People need money! #Covid_19",Negative,0,watching borisjohnson talk people staying home symptomsi got served today someone supermarket stop coughingpeople could hear manager must heard people wont stay home unless forced people need money covid
Im seriously so confused like should I stock up on food today? Are we going into lockdown? Someone plz explain #Covid_19,Negative,0,im seriously confused like stock food today going lockdown someone plz explain covid
"All of Ireland on lockdown, all school/collage closed from today, everyone panic buying, all supermarket shelfs empty, &amp; im not one bit worried bout any of it #Covid_19 #CancelEverything ????",Negative,0,ireland lockdown schoolcollage closed today everyone panic buying supermarket shelf empty amp im one bit worried bout covid canceleverything
"THINGS TO TALK ABOUT BESIDES COVID-19:
-the weather
-drinking for St patties 
-ur online shopping problem
-the book ur reading
-fav song at the moment
-where i should get lunch",Positive,2,thing talk besides covid weather drinking st patty ur online shopping problem book ur reading fav song moment get lunch
"Hey everybody lower gas prices are like a tax cut! - the dumbest man on earth.

Chew on that, oh wait you cant its poison, greed, hate.

#Covid_19 #CoronavirusPandemic",Negative,0,hey everybody lower gas price like tax cut dumbest man earth chew oh wait cant its poison greed hate covid coronaviruspandemic
#Covid_19 just think if the UK closed the schools how many kids would go with out food as the meal in school is the only one they get as family's can't afford food. Or school is the only escape from domestic abuse at home? While the virus is still slow in the UK lets not panic,Negative,0,covid think uk closed school many kid would go food meal school one get family cant afford food school escape domestic abuse home virus still slow uk let panic
"Wholesale and supermarket owners in Jamaica rn:
#CoronaOutbreak #Covid_19 #Jamaica ",Neutral,1,wholesale supermarket owner jamaica rn coronaoutbreak covid jamaica
"Grocery store lines literally wrapping around a giant Superstore in Windsor, On, Canada this afternoon - @pandemicparty   #Covid_19 ",Neutral,1,grocery store line literally wrapping around giant superstore windsor canada afternoon pandemicparty covid
"Is #Poland getting crazy and everyone thinks that @MorawieckiM will close every grocery store in coming days? I thought that the panic is a viral joke, yet I saw today its not. #Covid_19",Negative,0,poland getting crazy everyone think morawieckim close every grocery store coming day thought panic viral joke yet saw today its covid
@Second_Son_da_G Lol Hoarding toilet paper like its food!? #Covid_19 is resetting some incomes for sure. Stock market hitting pockets &amp; balancing scales. Thing about living in poverty is you can't fall much further so this won't hurt so much it's the ,Positive,2,secondsondag lol hoarding toilet paper like food covid resetting income sure stock market hitting pocket amp balancing scale thing living poverty cant fall much wont hurt much
"Facts:
1.Stock Market plunged by 3000 points only yesterday.
2.A failed agreement between Saudi Arabia and Russia caused the global oil prices to plunge 30%.
3.Prices hit record low and a recession is predicted.  #CoronavirusPandemic  #Covid_19  #lockdown  #coronavirus  #Corona",Negative,0,fact stock market plunged point yesterday a failed agreement saudi arabia russia caused global oil price plunge prices hit record low recession predicted coronaviruspandemic covid lockdown coronavirus corona
Catch me online shopping during this Covid-19 season,Neutral,1,catch online shopping covid season
@RepSusanDavis @CDCgov Get us more test kits and start reporting accurate numbers! The community believes we have one case here - we havent tested enough. People have it and are already affecting San Diego! The grocery store today sounded like an infirm,Positive,2,repsusandavis cdcgov get u test kit start reporting accurate number community belief one case havent tested enough people already affecting san diego grocery store today sounded like infirm
So I went to do my groceries today (post-nights) cause I genuinely have no food at home. Literally thought that therell be less people at supermarket as it is working hours. Little did I know that I was wrong #Covid_19,Negative,0,went grocery today postnights cause genuinely food home literally thought therell less people supermarket working hour little know wrong covid
Bought to go the grocery store ? wish me luck. #Covid_19 ,Positive,2,bought go grocery store wish luck covid
"Victorias health department is advising anyone who might have coronavirus to prepare to stock up on essential items from the supermarket. #covid19australia #Covid_19 #COVID?19 #COVID19 #coronavirus #CoronaOutbreak #CoronavirusPandemic 

",Neutral,1,victorias health department advising anyone might coronavirus prepare stock essential item supermarket covidaustralia covid covid covid coronavirus coronaoutbreak coronaviruspandemic
Does everybody feel compelled to share their supermarket empty shelves stories? I think at this stage we get it #Covid_19,Positive,2,everybody feel compelled share supermarket empty shelf story think stage get covid
"I hope your grannys nurse doesnt end up at the grocery store behind the 25 year olds saying coronavirus cant get me, so im still traveling everywhere. #CancelEverything #CoronaOutbreak #Covid_19",Positive,2,hope grannys nurse doesnt end grocery store behind year old saying coronavirus cant get im still traveling everywhere canceleverything coronaoutbreak covid
"it's really weird to go to the supermarket, have to wait in line to get in and then you see people wearing masks and gloves ??

it looks like the beginning of the apocalypse #Covid_19 ",Positive,2,really weird go supermarket wait line get see people wearing mask glove look like beginning apocalypse covid
#CoronavirusPandemic  will help online grocery shopping break through in germany - no free delivery slots in the next two weeks in my area @REWE_Supermarkt  #disruption #ecommerce #delivery #Covid_19 ,Positive,2,coronaviruspandemic help online grocery shopping break germany free delivery slot next two week area rewesupermarkt disruption ecommerce delivery covid
Russia dropping oil prices to screw up U.S. drilling &amp; fracking.  China dumps WuFlu on U.S.  All in hopes to dismantle our economy!  Do not forget trump said its better to deal with us before elections than after! Bad for xi n china! #coronavirus #Covid_19 #Trump #Trump2020 ,Negative,0,russia dropping oil price screw u drilling amp fracking china dump wuflu u hope dismantle economy forget trump said better deal u election bad xi n china coronavirus covid trump trump
"Europe travel ban, tv series stopping filming, NBA suspending it's season #Corona #CoronaVirus #CoronaVirusOutbreak - idk i made light of people going crazy at the grocery store, I'm starting to think, im gonna stock up on food (not toilet paper tho, least not bad like them)",Negative,0,europe travel ban tv series stopping filming nba suspending season corona coronavirus coronavirusoutbreak idk made light people going crazy grocery store im starting think im gon na stock food toilet paper tho least bad like
"PH peeps~

Nag-announce si duterte about sa possible lockdown daw ng mga provinces if there is atleast two confirmed cases of covid-19  and class suspensions until April 12 :'00

I'm not 100% sure about this but as much as possible stock some food and supplies incase...",Negative,0,ph peep nagannounce si duterte sa possible lockdown daw ng mga province atleast two confirmed case covid class suspension april im sure much possible stock food supply incase
"I just went to grocery store for a bagel in greater L.A. area  &amp; the lines were VERY LONG ..shelves emptying quickly. People are PANIC buying &amp; hoarding. Some with 2 full carts. #coronapocalypse #coronaCrazy
#coronavirus #COVID2019 ",Negative,0,went grocery store bagel greater la area amp line long shelf emptying quickly people panic buying amp hoarding full cart coronapocalypse coronacrazy coronavirus covid
The economic social amp emotional impact of 19uk on the UK can be disastrous especially for small independent micro business owners If you re out shopping eating drinking please choose indie over chains amp if you re at home please order from them online  ,Positive,2,economic social amp emotional impact uk uk disastrous especially small independent micro business owner shopping eating drinking please choose indie chain amp home please order online
"#PSA for #CoronaVirus
If you can't find wipes, TP or hand sanitizer at your local grocery store... Try your lil local corner liquor stores. They won't have as much, but ppl aren't typically going there to buy, so u can find some.",Positive,2,psa coronavirus cant find wipe tp hand sanitizer local grocery store try lil local corner liquor store wont much ppl arent typically going buy u find
Been one of the earliest ones to be tweeting and alerting what will go down and how . People are still in denial mode. Its too late to prepare on many aspects. I would tell people to stock food. This wont go away without burning through 60% population #Covid_19 #WuhanVirus ,Positive,2,one earliest one tweeting alerting go people still denial mode its late prepare many aspect would tell people stock food wont go away without burning population covid wuhanvirus
"Day 1:
I have self-quarantined myself with enough supplies of food &amp; water to last for weeks or may b months without having to interact with anyone outside and wait until this pandemic #Covid_19 is over

Day 1 + 30 mins:
I am at local grocery store because i was craving snickers.",Neutral,1,day selfquarantined enough supply food amp water last week may b month without interact anyone outside wait pandemic covid day min local grocery store craving snicker
"We don't need to panic, and just so you understand if you stoking you need at least 30 days worth food, sanitary materials and medicine. 

Save the resources for other too. If everyone is not safe, nobody is safe.
#COVID_19ET #Ethiopia #CoronainEthiopia 

Pic: Bole,now. ",Negative,0,dont need panic understand stoking need least day worth food sanitary material medicine save resource everyone safe nobody safe covidet ethiopia coronainethiopia pic bolenow
Call now 202 224 3121 and demand Congress pass the bill   Free testing   14 days paid sick leave   3 months paid family leave   Expanded unemployment insurance and food security   Medicaid funds,Negative,0,call demand congress pas bill free testing day paid sick leave month paid family leave expanded unemployment insurance food security medicaid fund
About to head to the grocery store(because I do every Friday and actually need stuff) and I'm kinda scared.  #Covid_19,Negative,0,head grocery storebecause every friday actually need stuff im kinda scared covid
None of these fuckers have been in a superstore or grocery store #Covid_19,Positive,2,none fucker superstore grocery store covid
"With the #CoronavirusPandemic this is going to be a bad couple of weeks for People w/? Anxiety&amp;those that are Germaphobes..Just trying to go to the Supermarket will be HELL&amp;fury!.?????
#Covid_19 #CoronaOutbreak",Negative,0,coronaviruspandemic going bad couple week people w anxietyampthose germaphobesjust trying go supermarket hellampfury covid coronaoutbreak
"Is it just me, or has anyone else noticed that petrol and diesel prices have dropped since the Coronavirus outbreak? Or am I missing another reason? #Covid_19",Negative,0,anyone else noticed petrol diesel price dropped since coronavirus outbreak missing another reason covid
Absolutely outrageous to hear that some companies are preying on people s fears during such hard times by hiking up the price of hand sanitiser and soap  If you have a stock at home please consider giving some to your local food bank ,Positive,2,absolutely outrageous hear company preying people fear hard time hiking price hand sanitiser soap stock home please consider giving local food bank
"2/ Apparently someone left a delivery note asking to knock on the door, leave the food outside the door and just leave. Some people are really in full on #Covid_19 panic mode",Negative,0,apparently someone left delivery note asking knock door leave food outside door leave people really full covid panic mode
Imagine what's going to happen to consumer credit w/hundreds of millions of american card holders furloughed with #coronavirus choosing between your credit card bill and the last mask or last 25 lb bag of rice is going to be an easy and reflexive choice for consumers.,Positive,2,imagine whats going happen consumer credit whundreds million american card holder furloughed coronavirus choosing credit card bill last mask last lb bag rice going easy reflexive choice consumer
"@GovernorLittle @WhiteHouse How many Idahoans tested to date? How many new test kits will we see ea. week? Hi-risk people w exposure &amp; symptoms are dismissed by CDH staff reading from a script. So. Korea tests 10,000/day; more than total U.S. to date.",Negative,0,governorlittle whitehouse many idahoan tested date many new test kit see ea week hirisk people w exposure amp symptom dismissed cdh staff reading script korea test day total u date
"I'm selling E-Toilet Paper.
Hit me up on the DM's for prices
#Covid_19 #toiletpapercrisis",Neutral,1,im selling etoilet paper hit dm price covid toiletpapercrisis
"so I work in retail [at a book+gift store] and im really hoping our sales are down. I'm hoping people aren't pretending covid-19 isnt a thing, that it isnt important. i think me having to go to work is unnecessary and even if i ended up sick i couldn't stay home [1/4]",Positive,2,work retail bookgift store im really hoping sale im hoping people arent pretending covid isnt thing isnt important think go work unnecessary even ended sick couldnt stay home
"Co, ro, and na coming together to lower gas prices, close down schools, cause state of emergencies, and be the main topic of discussion #Covid_19 #coronavirus ",Negative,0,co ro na coming together lower gas price close school cause state emergency main topic discussion covid coronavirus
"shout out to the man in front of me at the grocery store getting his version of coronavirus provisions: 10 bottles of wine, three frozen pizzas, a giant bag of M&amp;Ms, big bag of chips, cigarettes, and a BIG pack of condoms

#coronavirus #COVID2019 #endtimes",Neutral,1,shout man front grocery store getting version coronavirus provision bottle wine three frozen pizza giant bag mampms big bag chip cigarette big pack condom coronavirus covid endtimes
mixed Advice Stock up on food amp essentials for 3mths Take cash out of banks banks will soon shutdown Have alternative currency ei Bitcoin XRP or physical gold silver Follow high amp on Twitter n Youtube for latest news Get Vitamin C amp Chaga,Positive,2,mixed advice stock food amp essential mths take cash bank bank soon shutdown alternative currency ei bitcoin xrp physical gold silver follow high amp twitter n youtube latest news get vitamin c amp chaga
"Grocery stores out of food so, if i eated soap. I dont eat it bc i did. No i didnt #Covid_19",Negative,0,grocery stores food eated soap dont eat bc didnt covid
"Jesus Christ. 

Can y'all leave me some goddamned food and shit tickets until I can get to the grocery store tonight?!? ?????

#CoronavirusPandemic #Covid_19 #coronavirus",Negative,0,jesus christ yall leave goddamned food shit ticket get grocery store tonight coronaviruspandemic covid coronavirus
My opinion I am mad as hell The and has easily panicked the whole world over a flu We are being held hostage by intense propaganda pushed for their agenda Schools closed Events cancelled Stock market declined Toilet paper food shortages Etc,Negative,0,opinion mad hell easily panicked whole world flu held hostage intense propaganda pushed agenda school closed event cancelled stock market declined toilet paper food shortage etc
"Please leave this poor retail worker alone ?
I wish we could put up a list of the items that are out of stock on the front doors
And people give me looks when I tell them we get truck only once a week. Stop that. We are just a low-volume office supply store! #covid_19",Negative,0,please leave poor retail worker alone wish could put list item stock front door people give look tell get truck week stop lowvolume office supply store covid
"California has prices have dropped and if you use Safeway club card, you are going to pay much less. This is what I paid for 91.

#Covid_19 
#CoronaOutbreak 
#coronapocalypse ? ",Negative,0,california price dropped use safeway club card going pay much less paid covid coronaoutbreak coronapocalypse
"Corona strikes ...
Global market shaking ...
Oil prices drop...

@america @POTUS orders the purchase of crude oil to fill up their reserves .

Opportunist? 

#CoronaOutbreak #Covid_19 #FridayThe13th #COVID19 #FridayMotivation",Negative,0,corona strike global market shaking oil price drop america potus order purchase crude oil fill reserve opportunist coronaoutbreak covid fridaytheth covid fridaymotivation
"Ensure to stock on food &amp; supplies, there's a possibility that the country may be shut down &amp; places into quarantine due to the COVID-19 
(those that live internationally, ie USA) 
Some schools have already been shit down due to virus scares and some who even contracted it.",Negative,0,ensure stock food amp supply there possibility country may shut amp place quarantine due covid live internationally ie usa school already shit due virus scare even contracted
"News: avoid crowded areas
Society: 100 people jam packed in one grocery store

How is this helping the problem???  #Covid_19 #CoronaOutbreak",Negative,0,news avoid crowded area society people jam packed one grocery store helping problem covid coronaoutbreak
"Well done @premierleague for postponing all footy matches until April 3rd / April 4th due to the #coronavirus 

",Negative,0,well done premierleague postponing footy match april rd april th due coronavirus
My local grocery store #Covid_19 ,Neutral,1,local grocery store covid
"Me getting ready to go to work at a grocery store while this Coronavirus is boomin and people are being psycho 
 ",Positive,2,getting ready go work grocery store coronavirus boomin people psycho
That's the line in front of the supermarket in my neighborhood.  They said they can let between 5 and 30 people inside at the same time #Sofia #Bulgaria #Covid_19 #CoronaOutbreak ,Neutral,1,thats line front supermarket neighborhood said let people inside time sofia bulgaria covid coronaoutbreak
"and such attacks can seriously damage economy as well as consumer confidence. The later destructive activity is called agrobioterrorism and is subtype of agro-terrorism.
#Covid_19 
#COVID19 
? #???_?????_???

#CoronaFromUSA 
#?????_??_?????? ",Negative,0,attack seriously damage economy well consumer confidence later destructive activity called agrobioterrorism subtype agroterrorism covid covid coronafromusa
